leg 0 x,leg 0 y,leg 0 z,leg 1 x,leg 1 y,leg 1 z,leg 2 x,leg 2 y,leg 2 z,leg 3 x,leg 3 y,leg 3 z
79.8525013081924,0,-150.000002467315,-79.8524404273477,0,-149.709945382388,0.148985064685192,0,-149.718705358343,-0.147512600578054,0,-149.999997866728
79.419991047252,0,-150.000005173425,-79.4199297886928,0,-148.879944102327,0.581672467026735,0,-148.889219033624,-0.580012703863616,0,-149.999998726143
78.7174948700037,0,-150.000003966997,-78.7174321025307,0,-147.569942017076,1.28464148941958,0,-147.581167793103,-1.2825115772275,0,-149.999996181711
77.7599846535322,0,-149.999995709208,-77.7599198452221,0,-145.839956518546,2.24075641764024,0,-145.843957965217,-2.24002554661072,0,-149.999996587393
76.5624782626093,0,-150.000002042539,-76.5624295313798,0,-143.749949044635,3.43872080657047,0,-143.755823932555,-3.43752151759128,0,-149.99999509305
75.139986657946,0,-150.000004505079,-75.1399122823341,0,-141.359957657936,4.86177823151233,0,-141.367729175936,-4.86003834408329,0,-149.999997842062
73.5074774782744,0,-150.000014218469,-73.5074223076988,0,-138.729961886001,6.49498942382006,0,-138.73954086279,-6.49252796166992,0,-149.99999596315
71.6799821120453,0,-150.000028125119,-71.6799067891849,0,-135.919967969657,8.32332761691602,0,-135.931204445653,-8.32002057240021,0,-149.999996337352
69.6724907388915,0,-150.000028813457,-69.6724000019661,0,-132.989996687143,10.3317655164572,0,-133.002674153632,-10.3275331690285,0,-149.999998386937
67.5000165385023,0,-150.000061178168,-67.4999075753879,0,-130.000009343714,12.5052834780898,0,-130.013921890557,-12.5000230921505,0,-149.999996856151
65.1775481121725,0,-150.000116925026,-65.1774098335457,0,-127.010027370316,14.828874221358,0,-127.024920773379,-14.8225198915798,0,-149.999995079619
62.7200877098465,0,-150.000160118912,-62.7199105379182,0,-124.080053354935,17.2814954143971,0,-124.083162515612,-17.2800001353643,0,-149.999994954053
60.1426141265897,0,-150.000213769991,-60.1424054544392,0,-121.270086703951,19.8591971170265,0,-121.273261390404,-19.8574927520803,0,-149.999999391599
57.4602992775315,0,-150.000561228033,-57.4599002274861,0,-118.640121380494,22.5418846767507,0,-118.643300474052,-22.5399898872447,0,-150.000000605505
54.6879459619056,0,-150.000868449743,-54.6873893243791,0,-116.250159208747,25.3145085661427,0,-116.253293746331,-25.3124964611875,0,-149.999999276581
51.8405674118472,0,-150.001097646278,-51.8398874523208,0,-114.160167160934,28.1620884567993,0,-114.163178069751,-28.1599980559351,0,-149.999997757646
48.9335763200308,0,-150.002269763768,-48.9323689564176,0,-112.430180707254,31.0695826970207,0,-112.432984784523,-31.0674910910281,0,-149.999996698178
45.9818922832337,0,-150.00418943481,-45.9798625243332,0,-111.120182204699,34.0299194328931,0,-111.133528865352,-34.0199813944817,0,-149.999998017075
42.999999376635,0,-150.005724441204,-42.9973452010967,0,-110.290181910539,37.011320777525,0,-110.301637211651,-37.00249943064,0,-149.999997078076
40.0029555524805,0,-150.006831754405,-39.9998289314549,0,-110.000192253783,40.0071106900619,0,-110.009130985934,-40.0000033565957,0,-149.999998813686
37.0037196831491,0,-150.003098115333,-37.0023503102647,0,-110.290182903548,43.0022539831064,0,-110.295867177018,-42.9974912127444,0,-149.999995548514
34.0218877057521,0,-150.005045802125,-34.0198412066807,0,-111.120180784095,45.9825658551494,0,-111.122890844178,-45.9800023242801,0,-149.999994205629
31.0698833276009,0,-150.006572041297,-31.0673720149462,0,-112.43017924025,48.9429888977203,0,-112.442227387258,-48.9325077808449,0,-149.999994916149
28.162732408713,0,-150.007684727493,-28.1598822319933,0,-114.160174761105,51.8476806851589,0,-114.169267205337,-51.8399784464881,0,-149.999994387801
25.3134473977824,0,-150.002909870141,-25.3124122542772,0,-116.25016596743,54.6919363313289,0,-116.255444364713,-54.6874892505839,0,-149.999990824202
22.5414892149639,0,-150.004897881122,-22.539927496449,0,-118.640133428648,57.4619242620056,0,-118.642290585701,-57.4599895786994,0,-149.999990292983
19.8593696435738,0,-150.006480114639,-19.8574401683097,0,-121.270101434511,60.1438747638382,0,-121.27174187424,-60.1424791871699,0,-149.999990461399
17.2821541831224,0,-150.007683084857,-17.279972455892,0,-124.080076680071,62.7207541342747,0,-124.081024209196,-62.7199827416836,0,-149.999984441462
14.8248320531726,0,-150.00854652534,-14.8224789876697,0,-127.010038086836,65.1777530583257,0,-127.010365395659,-65.1774638169718,0,-149.999982551244
12.5007501242491,0,-150.002941332914,-12.4999892926895,0,-130.000020126228,67.5001509740855,0,-130.000241279643,-67.4999733322565,0,-149.99998028313
10.3285510330824,0,-150.004604939624,-10.3275039651325,0,-132.990007275575,69.6725355043325,0,-132.990079371204,-69.6724528629818,0,-149.999978715019
8.32126474950729,0,-150.005934733516,-8.32001448519886,0,-135.919992136639,71.6800032518207,0,-135.920024485606,-71.6799563970574,0,-149.999974313039
6.49392252645905,0,-150.006966403129,-6.49249507957609,0,-138.729983123481,73.5074745294483,0,-138.730005478571,-73.507467951073,0,-149.999972151328
4.86154233810004,0,-150.007742146944,-4.86001025598998,0,-141.359982220778,75.1399803247071,0,-141.359988145382,-75.1399363300791,0,-149.999971017165
3.43908991789193,0,-150.00831794489,-3.43749205442143,0,-143.74997237297,76.5624767108831,0,-143.749975674636,-76.5624621606141,0,-149.99996773577
2.24163151224172,0,-150.008724321239,-2.23999097744604,0,-145.839977112162,77.7599776111522,0,-145.839981106549,-77.7599538946979,0,-149.999963726987
1.28414446270757,0,-150.00900159993,-1.2824856314846,0,-147.569970090777,78.7174998469623,0,-147.569971052475,-78.7174726643877,0,-149.999956220906
0.581675919631834,0,-150.009278844094,-0.579985803759726,0,-148.879982296312,79.4199973902329,0,-148.879980010163,-79.4199564866257,0,-149.999950709015
0.149383450013573,0,-150.011227585265,-0.147477254613392,0,-149.70998701528,79.8525022961987,0,-149.709991535306,-79.8524554763193,0,-149.999948705333
0.001940284885407,0,-150.011883047304,2.68220900352389E-05,0,-149.999999232924,79.9999943056163,0,-149.999997792524,-79.9999571548099,0,-149.999949666929
0.147934961809071,0,-149.712631224542,-0.147485784319443,0,-150.000003823681,79.8524946026697,0,-150.000006037,-79.8524739396873,0,-149.70994374399
0.580558028827454,0,-148.883356764378,-0.579985881773695,0,-149.999998829854,79.4199879762379,0,-150.00000477823,-79.419949252872,0,-148.879948536508
1.28328090683662,0,-147.574429082879,-1.28248475513801,0,-149.99999641104,78.717494576823,0,-149.999997976112,-78.71745182891,0,-147.569947225713
2.24107931356518,0,-145.845732320998,-2.23998978382458,0,-149.999997121453,77.7599807154929,0,-149.999993583074,-77.7599485755423,0,-145.839958057157
3.4389919005599,0,-143.757121398397,-3.43750377199105,0,-150.000001428324,76.562473187891,0,-150.000000380212,-76.5624531102139,0,-143.749952013816
4.8619745779519,0,-141.368532371105,-4.85999364060014,0,-149.999999290459,75.1399751054979,0,-150.00000377,-75.1399391018805,0,-141.359957288546
6.49508711839613,0,-138.739857388999,-6.49250113958038,0,-149.999997124102,73.5074684458781,0,-149.999998615112,-73.507454485086,0,-138.729962652198
8.32326914247845,0,-135.931046367261,-8.32001163170372,0,-149.999996833264,71.6799694670564,0,-150.000004536534,-71.6799389128908,0,-135.91996997934
10.3315029398268,0,-133.002066006016,-10.3275152876352,0,-149.999999618074,69.6724803282477,0,-149.999993968018,-69.6724213486641,0,-132.989998866633
12.5047413725156,0,-130.012839319009,-12.4999962700607,0,-149.999999091327,67.4999750220872,0,-150.000001023697,-67.4999288193132,0,-130.000012364862
14.8279783788212,0,-127.023360662511,-14.8224930694902,0,-149.99999773009,65.177487274512,0,-149.999996787379,-65.1774355282878,0,-127.010021529731
17.2861214795252,0,-124.093585914379,-17.2799822539714,0,-149.999997013988,62.7199892568703,0,-150.000014153523,-62.7199357992554,0,-124.080048221281
19.8641031731423,0,-121.283412062414,-19.8574927520803,0,-149.999999391599,60.1425036245922,0,-150.000006113985,-60.1424302811965,0,-121.270082285074
22.5468525157558,0,-118.652786504968,-22.5399800881836,0,-149.999996236714,57.4600055584356,0,-150.00001528035,-57.459934882371,0,-118.640120831092
25.3192314773661,0,-116.261649860176,-25.3124686847315,0,-149.9999981473,54.6875120780314,0,-150.000032599619,-54.6874133103851,0,-116.250156229757
28.1661317676379,0,-114.169911317441,-28.159970184332,0,-149.999997202593,51.8400251103761,0,-150.000042530691,-51.8398874523208,0,-114.160167160934
31.072495419935,0,-112.437495129065,-31.0674631262791,0,-149.999996736487,48.9325343377473,0,-150.000046001074,-48.932392194971,0,-112.430179159424
34.0232395908709,0,-111.124324240918,-34.0199622804031,0,-149.999996637446,45.9800434801233,0,-150.000080606181,-45.9798951220181,0,-111.120185995233
37.0050133379197,0,-110.29310633585,-37.0024520901128,0,-149.999997415668,42.9975748960302,0,-150.000144032958,-42.9973583487107,0,-110.290176784855
40.0108997655141,0,-110.013363992275,-39.999964795469,0,-149.999997856645,40.0000889437628,0,-150.000212029989,-39.9998644995339,0,-110.000187992978
43.0059699688826,0,-110.300386353133,-42.9974718576304,0,-149.999995533024,37.0026011194674,0,-150.000255505395,-37.0023634578787,0,-110.290178492524
45.9853695813519,0,-111.126516772649,-45.9799739608123,0,-149.99999739907,34.0201040689818,0,-150.000290216732,-34.0198857433308,0,-111.120184286162
48.9349661651086,0,-112.432750866787,-48.9324777558084,0,-149.999993847494,31.0676892509787,0,-150.000548279135,-31.0673854176678,0,-112.43017553673
51.849492841981,0,-114.171115657082,-51.8399731493981,0,-149.999993540559,28.160288775993,0,-150.000880744167,-28.159918199865,0,-114.160174255807
54.6936798140646,0,-116.257522324584,-54.6874786128423,0,-149.999989429076,25.3128622803514,0,-150.001159009029,-25.3124399704758,0,-116.250159932477
57.4624286946047,0,-118.642890456937,-57.4599486200137,0,-149.99999042854,22.5404218082979,0,-150.001384318021,-22.5399416394549,0,-118.640130741679
60.1501977580153,0,-121.279388033611,-60.1424524398275,0,-149.999988460351,19.8579669974878,0,-150.001554494973,-19.8574932997992,0,-121.270108622456
62.7245888895565,0,-124.085896307264,-62.7199434267976,0,-149.99999089992,17.2804988329057,0,-150.001689449291,-17.2799872473897,0,-124.080074620137
65.1847125692922,0,-127.018978686839,-65.1774423640161,0,-149.999982101371,14.8231889474583,0,-150.002563070502,-14.8225092692221,0,-127.010034552878
67.5047445404488,0,-130.00632180204,-67.4999250530168,0,-149.999980507773,12.5009410390262,0,-150.003881818727,-12.5000132451707,0,-130.000025240377
69.6743733465136,0,-132.992577431207,-69.6724046037538,0,-149.99998012298,10.3286302037929,0,-150.004971949351,-10.3275203765171,0,-132.990013226599
71.6807684501625,0,-135.921086447102,-71.679929611696,0,-149.999975716227,8.32125220814277,0,-150.005870327222,-8.3200140565161,0,-135.919985133459
73.5077996820161,0,-138.730456738684,-73.5074144533522,0,-149.999976112634,6.49384381546895,0,-150.006596669504,-6.49253674339887,0,-138.729988006243
75.1400904450674,0,-141.360151794842,-75.1399256482138,0,-149.999972019999,4.86139855290688,0,-150.007171990319,-4.86002687941192,0,-141.359975009721
76.5625228466236,0,-143.750028739533,-76.5624054034199,0,-149.999966937686,3.43892202606405,0,-150.007628231459,-3.43752648137432,0,-143.749978005432
77.7599950414806,0,-145.840000710999,-77.7598972711459,0,-149.999963907254,2.24142346832976,0,-150.007968518779,-2.24001715221935,0,-145.839982997876
78.7175045130961,0,-147.569979799974,-78.7173985369185,0,-149.999956204937,1.28393206490361,0,-150.008214789587,-1.28251207243652,0,-147.569976004099
79.4199978088604,0,-148.87998613712,-79.4199053875502,0,-149.999951488639,0.581431035415264,0,-150.008384403194,-0.580003551636636,0,-148.879982227172
79.8525053698136,0,-149.709991925448,-79.8524362461452,0,-149.999944913664,0.148924714737944,0,-150.008482591259,-0.14750402484519,0,-149.709986988907
79.9999914946837,0,-150.000003288115,-79.9999236950449,0,-149.999951526371,0.001421651475837,0,-150.008515000151,-8.94069664525432E-06,0,-149.999999232926
